,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,K_Means,Churn
3062,9.0,1,0,16.0,2,1,4.0,5.0,2,3,2,11.0,0,20.0,2.0,2.0,1.0,190.4,1,0
3063,1.0,1,0,7.0,1,1,3.0,4.0,3,3,1,3.0,0,12.0,1.0,2.0,5.0,163.16,1,0
3064,2.0,1,2,16.0,2,1,4.0,4.0,2,1,2,3.0,0,17.0,2.0,2.0,8.0,177.53,1,0
3065,23.0,1,0,14.0,4,1,3.0,5.0,0,2,2,10.0,0,25.0,2.0,2.0,1.0,170.0,2,0
3066,25.0,1,2,21.0,2,0,3.0,4.0,2,1,0,6.0,0,12.0,1.0,2.0,8.0,174.36,2,0
3067,10.0,1,0,9.0,2,0,4.0,4.0,3,2,0,6.0,0,14.0,2.0,3.0,3.0,150.43,1,0
3068,1.0,0,2,26.0,3,1,4.0,3.0,2,1,2,10.0,1,14.0,2.0,2.0,5.0,178.04,1,1
3069,29.0,1,0,9.0,2,0,4.0,4.0,1,1,2,4.0,1,14.0,1.0,2.0,3.0,272.32625,2,0
3070,1.0,1,2,17.0,3,0,4.0,4.0,2,2,1,3.0,1,13.0,1.0,2.0,4.0,167.6,1,0
3071,4.0,1,2,9.0,0,1,4.0,4.0,3,3,0,3.0,0,19.0,2.0,2.0,1.0,149.76,1,0
3072,1.0,0,0,10.0,0,1,4.0,4.0,3,4,2,2.0,0,23.0,1.0,2.0,5.0,156.02,1,1
3073,1.0,1,0,18.0,1,0,3.0,4.0,3,3,0,3.0,0,14.0,2.0,2.0,3.0,147.44,1,0
3074,10.0,1,2,9.0,1,1,4.0,5.0,0,2,0,3.0,0,14.0,3.5,6.0,1.0,200.96,0,0
3075,1.0,0,0,11.0,0,1,3.0,4.0,3,1,2,12.0,1,24.0,2.0,2.0,1.0,147.85,1,1
3076,11.0,1,0,21.0,2,0,4.0,4.0,3,4,1,3.0,0,13.0,3.5,6.0,14.5,155.34,0,0
3077,14.0,1,2,9.0,3,0,3.0,4.0,2,3,1,9.0,0,13.0,1.0,2.0,4.0,182.15,2,0
3078,16.0,1,0,7.0,2,0,4.0,4.0,3,4,1,5.0,0,17.0,2.0,2.0,3.0,150.76,1,0
3079,11.0,1,0,17.0,2,1,3.0,4.0,2,3,2,4.0,1,13.0,1.0,2.0,2.0,166.97,1,0
3080,17.0,1,0,19.0,2,1,3.0,5.0,1,3,1,3.0,0,12.0,1.0,4.0,10.0,268.36,2,0
3081,14.0,1,0,9.0,1,0,4.0,5.0,2,2,0,8.0,0,23.0,2.0,2.0,1.0,159.48,1,0
3082,28.0,1,0,12.0,1,1,3.0,4.0,4,4,0,6.0,0,15.0,2.0,2.0,3.0,272.32625,2,0
3083,8.0,0,2,11.0,3,0,4.0,4.0,2,2,0,11.0,0,16.0,2.0,2.0,3.0,190.38,1,0
3084,5.0,1,0,14.0,1,0,3.0,4.0,2,4,0,3.0,0,13.0,3.5,4.0,13.0,168.06,0,0
3085,17.0,0,0,28.0,1,1,4.0,4.0,3,1,0,9.0,0,21.0,1.0,2.0,3.0,147.58,1,0
3086,17.0,1,0,15.0,4,0,4.0,4.0,2,2,1,6.0,1,15.0,1.0,2.0,3.0,170.22,1,0
3087,1.0,1,2,11.0,2,0,3.0,5.0,2,1,2,3.0,1,12.0,1.0,2.0,4.0,169.87,1,0
3088,11.0,0,0,32.0,1,0,4.0,4.0,2,2,0,5.0,1,16.0,3.5,6.0,8.0,169.49,0,0
3089,5.0,1,0,7.0,2,1,4.0,5.0,3,4,0,3.0,0,13.0,1.0,4.0,3.0,147.18,1,0
3090,13.0,0,0,7.0,2,1,3.0,4.0,4,2,1,3.0,1,15.0,1.0,2.0,7.0,272.32625,2,0
3091,30.0,0,2,13.0,2,0,3.0,3.0,1,4,0,11.0,0,12.0,3.0,2.0,8.0,257.12,2,0
3092,4.0,1,2,19.0,0,0,3.0,4.0,2,2,2,2.0,0,12.0,3.5,5.0,5.0,190.77,0,0
3093,15.0,1,2,7.0,3,1,3.0,3.0,0,4,0,3.0,0,17.0,2.0,2.0,8.0,208.92,2,0
3094,2.0,1,0,24.0,1,1,4.0,4.0,2,4,1,3.0,0,13.0,1.0,2.0,9.0,170.58,1,0
3095,1.0,1,0,10.0,1,1,4.0,4.0,3,4,0,7.0,0,14.0,2.0,2.0,3.0,165.31,1,1
3096,26.0,1,0,10.0,1,1,3.0,5.0,0,2,0,4.0,1,15.0,1.0,2.0,5.0,204.69,2,0
3097,19.0,1,0,17.0,2,1,4.0,4.0,3,1,0,5.0,0,22.0,2.0,2.0,3.0,151.54,1,0
3098,26.0,1,0,11.0,2,0,2.0,4.0,1,1,0,4.0,0,14.0,1.0,2.0,5.0,272.32625,2,0
3099,16.0,0,0,36.0,2,0,4.0,4.0,2,2,1,4.0,0,12.0,2.0,2.0,3.0,170.56,1,0
3100,4.0,1,0,9.0,2,0,3.0,5.5,2,1,2,4.0,0,21.0,1.0,2.0,3.0,185.91,1,0
3101,30.0,1,0,14.0,2,0,3.0,4.0,4,4,0,7.0,0,15.0,1.0,6.0,11.0,272.32625,2,0
3102,20.0,1,0,25.0,1,0,3.0,4.0,2,2,1,4.0,0,15.0,1.0,2.0,9.0,173.1,2,0
3103,16.0,0,0,35.0,0,0,3.0,5.0,2,1,0,2.0,0,12.0,1.0,2.0,5.0,170.23,1,0
3104,1.0,1,2,7.0,0,0,4.0,4.0,3,3,2,3.0,1,17.0,2.0,2.0,5.0,157.02,1,1
3105,1.0,0,2,13.0,3,0,3.0,5.5,3,2,1,2.0,0,17.0,2.0,2.0,1.0,148.51,1,1
3106,12.0,0,0,9.0,2,1,3.0,4.0,3,1,0,3.0,1,24.0,2.0,2.0,1.0,142.02,1,0
3107,14.0,1,2,9.0,2,0,4.0,4.0,4,2,0,2.0,0,15.0,1.0,2.0,13.0,272.32625,2,0
3108,1.0,1,0,30.0,2,0,3.0,4.0,3,1,1,3.0,0,23.0,2.0,2.0,3.0,153.86,1,0
3109,4.0,0,0,10.0,2,1,3.0,4.0,3,1,0,6.0,0,16.0,1.0,2.0,5.0,145.97,1,0
3110,3.0,1,0,10.0,1,1,4.0,5.0,0,2,0,3.0,0,19.0,2.0,2.0,8.0,244.35000000000002,2,0
3111,1.0,1,0,32.0,0,0,4.0,5.0,3,3,0,7.0,0,17.0,1.0,2.0,2.0,150.46,1,1
3112,1.0,1,1,9.0,0,1,3.0,5.0,3,1,2,3.0,0,13.0,2.0,2.0,1.0,150.64,1,1
3113,4.0,0,2,29.0,4,0,4.0,4.0,0,4,0,2.0,0,12.0,3.0,6.0,9.0,209.12,0,0
3114,30.0,1,2,36.0,3,1,3.0,5.0,1,1,1,5.0,0,13.0,1.0,2.0,1.0,266.18,2,0
3115,24.0,1,0,36.0,2,1,3.0,5.0,1,2,0,2.0,0,15.0,3.5,6.0,8.0,272.32625,0,0
3116,4.0,0,0,9.0,1,0,3.0,4.0,3,1,2,2.0,0,15.0,3.5,6.0,8.0,150.64,0,0
3117,30.0,0,2,35.0,3,0,4.0,5.0,0,4,0,6.0,0,20.0,3.5,6.0,3.0,227.66,0,0
3118,21.0,1,0,9.0,1,0,4.0,4.0,2,1,1,7.0,0,14.0,1.0,2.0,5.0,175.7,2,0
3119,20.0,1,0,9.0,2,1,3.0,4.0,1,2,0,8.0,0,15.0,1.0,2.0,2.0,272.32625,2,0
3120,9.0,1,0,29.0,2,1,3.0,5.5,3,2,2,2.0,0,16.0,3.0,5.0,4.0,167.3,1,0
3121,28.0,1,0,15.0,2,0,3.0,4.0,2,2,2,9.0,0,12.0,2.0,2.0,1.0,162.8,2,0
3122,8.0,1,0,9.0,2,1,4.0,5.0,3,2,1,5.0,0,13.0,3.5,6.0,8.0,152.68,0,0
3123,20.0,1,2,17.0,3,0,4.0,5.0,0,1,0,4.0,1,20.0,2.0,2.0,3.0,215.71,2,0
3124,5.0,1,0,16.0,2,1,3.0,4.0,0,3,1,3.0,0,25.5,2.0,2.0,9.0,231.48000000000002,2,0
3125,1.0,1,0,22.0,1,1,3.0,4.0,0,2,0,9.0,1,13.0,1.0,6.0,8.0,261.1,2,1
3126,1.0,1,0,17.0,1,1,3.0,5.5,3,1,1,9.0,0,14.0,1.0,2.0,4.0,159.08,1,1
3127,4.0,1,2,14.0,3,1,3.0,4.0,3,3,2,2.0,0,15.0,2.0,2.0,3.0,154.83,1,0
3128,9.0,1,0,23.0,2,1,4.0,4.0,0,2,0,6.0,1,13.0,1.0,2.0,1.0,201.32,2,0
3129,1.0,0,0,27.0,2,1,4.0,4.0,0,2,0,5.0,0,13.0,2.0,2.0,3.0,223.24,1,1
3130,1.0,0,1,30.0,4,0,3.0,4.0,0,4,1,11.0,1,16.0,2.0,2.0,3.0,224.5,2,1
3131,16.0,0,0,12.0,4,1,4.0,4.0,3,2,0,6.0,0,18.0,3.0,3.0,1.0,145.93,1,0
3132,10.0,0,2,17.0,1,1,3.0,4.0,0,1,2,3.0,0,15.0,2.0,6.0,3.0,224.8,0,0
3133,1.0,0,0,11.0,0,1,3.0,5.0,3,2,2,7.0,0,17.0,2.0,2.0,3.0,163.94,1,1
3134,22.0,1,2,9.0,3,0,3.0,4.0,2,1,0,4.0,0,15.0,3.5,6.0,8.0,165.51,0,0
3135,29.0,1,2,25.0,2,0,3.0,4.0,1,3,2,5.0,0,15.0,1.0,6.0,8.0,272.32625,2,0
3136,15.0,0,2,17.0,2,1,3.0,4.0,2,1,2,9.0,0,15.0,1.0,2.0,11.0,187.3,2,0
3137,9.0,1,2,7.0,3,1,3.0,4.0,2,2,0,11.0,0,12.0,3.5,6.0,10.0,172.17,0,0
3138,14.0,1,0,13.0,2,0,4.0,4.0,1,2,2,9.0,0,16.0,3.5,2.0,14.0,257.37,2,0
3139,13.0,0,0,15.0,2,0,3.0,4.0,3,2,0,3.0,0,12.0,1.0,2.0,8.0,162.55,3,0
3140,5.0,1,2,9.0,2,1,4.0,4.0,2,1,2,6.0,1,14.0,2.0,2.0,6.0,190.82,1,0
3141,16.0,1,0,31.0,1,1,3.0,4.0,0,4,0,3.0,1,22.0,3.5,6.0,9.0,199.06,0,0
3142,19.0,1,2,9.0,4,1,4.0,4.0,2,3,0,2.0,0,20.0,3.5,4.0,8.0,173.05,0,0
3143,1.0,0,1,24.0,2,0,3.0,4.0,3,2,1,2.0,1,12.0,1.0,2.0,1.0,152.41,1,1
3144,3.0,1,0,26.0,0,1,3.0,4.0,2,1,1,6.0,0,13.0,1.0,2.0,3.0,167.62,1,0
3145,7.0,1,0,7.0,1,0,4.0,3.0,1,2,1,6.0,0,20.0,1.0,2.0,6.0,272.32625,2,0
3146,1.0,1,2,14.0,2,1,3.0,5.0,0,1,1,11.0,0,22.0,2.0,2.0,2.0,240.57,2,0
3147,1.0,0,2,12.0,3,1,4.0,4.0,3,3,2,3.0,1,15.0,2.0,2.0,1.0,143.78,1,1
3148,14.0,0,2,35.0,4,1,3.0,5.5,0,4,1,5.0,0,16.0,2.0,2.0,2.0,234.32,2,0
3149,15.0,0,0,9.0,4,0,4.0,5.0,2,2,2,4.0,1,18.0,1.0,2.0,8.0,193.11,1,0
3150,1.0,1,2,36.0,1,1,3.0,4.0,2,2,1,7.0,0,13.0,2.0,2.0,1.0,168.06,1,0
3151,9.0,1,2,7.0,1,0,4.0,4.0,2,2,2,3.0,0,17.0,1.0,2.0,4.0,173.59,1,0
3152,8.0,1,2,28.0,2,1,4.0,3.0,2,1,2,3.0,0,13.0,3.5,6.0,8.0,178.37,0,0
3153,1.0,1,0,31.0,0,1,4.0,5.5,3,1,2,3.0,1,19.0,2.0,2.0,1.0,148.4,1,1
3154,11.0,1,0,7.0,0,0,3.0,4.0,0,1,2,6.0,0,18.0,2.0,2.0,3.0,199.91,2,0
3155,20.0,0,0,25.0,1,0,3.0,4.0,0,2,0,7.0,0,12.0,2.0,2.0,3.0,230.27,2,0
3156,15.0,1,2,9.0,2,0,4.0,4.0,1,4,0,9.0,0,17.0,1.0,6.0,9.0,272.32625,2,0
3157,11.0,0,2,16.0,1,1,4.0,4.0,0,3,1,3.0,0,14.0,3.5,6.0,3.0,213.34,0,0
3158,26.0,1,0,13.0,0,1,4.0,4.0,2,4,1,5.0,1,13.0,3.0,6.0,10.0,180.77,0,0
3159,1.0,0,2,18.0,4,1,3.0,3.0,2,2,0,10.0,0,13.0,2.0,2.0,3.0,172.07,1,1
3160,1.0,0,2,31.0,1,1,3.0,4.0,3,1,0,2.0,0,14.0,1.0,3.0,2.0,149.0,1,0
3161,12.0,1,0,17.0,1,0,4.0,4.0,2,2,0,5.0,0,20.0,2.0,2.0,3.0,223.24,2,0
3162,11.0,1,0,7.0,2,0,4.0,4.0,2,3,0,8.0,0,13.0,3.5,5.0,4.0,189.47,0,0
3163,23.0,1,0,25.0,2,1,3.0,5.0,4,2,1,3.0,1,15.0,1.0,2.0,10.0,272.32625,2,0
3164,1.0,1,0,30.0,1,1,3.0,3.0,3,1,0,3.0,1,12.0,1.0,2.0,5.0,152.25,3,0
3165,1.0,1,2,35.0,3,1,4.0,4.0,2,3,0,3.0,0,21.0,2.0,2.0,5.0,187.72,1,0
3166,1.0,1,0,24.0,4,1,4.0,5.0,3,3,0,3.0,0,22.0,2.0,2.0,1.0,146.27,1,0
3167,24.0,0,1,10.0,1,1,3.0,4.0,4,3,0,3.0,0,15.0,3.5,6.0,8.0,272.32625,0,0
3168,1.0,1,2,20.0,1,1,3.0,4.0,3,2,0,3.0,0,12.0,2.0,2.0,7.0,145.96,1,0
3169,1.0,0,0,14.0,2,0,3.0,4.0,3,2,0,3.0,1,17.0,1.0,2.0,3.0,153.86,1,1
3170,1.0,0,2,19.0,2,1,4.0,5.0,3,4,0,3.0,0,19.0,2.0,2.0,1.0,145.33,1,1
3171,8.0,1,0,7.0,2,1,3.0,5.0,3,1,0,3.0,1,14.0,1.0,2.0,4.0,161.22,1,0
3172,1.0,1,2,20.0,1,1,3.0,4.0,2,4,1,4.0,0,18.0,1.0,2.0,3.0,167.33,1,1
3173,9.0,1,0,32.0,4,1,3.0,5.0,2,1,2,6.0,0,15.0,1.0,2.0,3.0,161.81,1,0
3174,5.0,1,2,13.0,1,1,4.0,3.0,2,1,1,6.0,0,23.0,3.5,6.0,8.0,179.6,0,0
3175,1.0,1,0,13.0,1,0,4.0,5.0,3,2,1,2.0,0,13.0,2.0,2.0,4.0,146.87,1,0
3176,11.0,1,2,9.0,3,1,4.0,4.0,2,2,0,6.0,1,12.0,1.0,2.0,3.0,221.02,2,0
3177,1.0,1,0,7.0,2,0,3.0,5.0,3,3,2,3.0,0,14.0,2.0,2.0,1.0,153.36,1,0
3178,16.0,1,0,9.0,2,0,3.0,4.0,2,1,0,3.0,0,14.0,3.0,3.0,3.0,165.89,0,0
3179,17.0,1,0,13.0,4,1,3.0,5.0,1,1,1,6.0,1,15.0,1.0,2.0,1.0,272.32625,2,0
3180,12.0,1,0,7.0,2,0,3.0,4.0,3,4,2,5.0,0,18.0,2.0,2.0,1.0,151.19,1,0
3181,17.0,0,0,16.0,1,1,4.0,4.0,2,2,1,5.0,1,14.0,3.0,5.0,8.0,181.79,0,0
3182,22.0,1,0,7.0,2,0,3.0,5.0,1,4,0,9.0,0,12.0,1.0,2.0,3.0,272.32625,2,0
3183,18.0,1,1,7.0,2,0,3.0,5.0,2,2,2,6.0,0,12.0,2.0,2.0,3.0,184.85,2,0
3184,8.0,1,2,21.0,0,0,3.0,4.0,3,2,1,3.0,1,19.0,2.0,2.0,7.0,150.79,1,0
3185,1.0,1,2,9.0,3,1,3.0,4.0,3,4,1,2.0,0,12.0,1.0,2.0,3.0,155.41,1,1
3186,1.0,1,2,29.0,0,1,3.0,4.0,3,2,2,3.0,0,12.0,2.0,2.0,3.0,159.47,1,0
3187,18.0,1,0,10.0,4,1,3.0,4.0,4,1,0,6.0,1,15.0,2.0,2.0,2.0,272.32625,2,0
3188,1.0,1,0,13.0,1,1,4.0,4.0,3,2,0,2.0,0,21.0,3.0,3.0,3.0,152.73,1,0
3189,7.0,1,2,15.0,3,1,3.0,4.0,2,2,1,2.0,0,13.0,2.0,2.0,3.0,196.04,1,0
3190,6.0,1,0,16.0,2,0,4.0,4.0,2,1,0,3.0,1,13.0,2.0,2.0,6.0,188.22,1,0
3191,4.0,0,0,10.0,1,0,4.0,4.0,3,2,1,3.0,0,21.0,2.0,2.0,1.0,145.83,1,0
3192,27.0,1,2,7.0,1,0,3.0,4.0,2,4,2,9.0,0,21.0,3.5,6.0,11.0,208.81,0,0
3193,8.0,1,0,7.0,2,1,3.0,4.0,3,1,0,3.0,0,13.0,3.5,6.0,9.0,151.91,0,0
3194,9.0,0,2,33.0,2,0,4.0,4.0,2,4,0,4.0,0,15.0,1.0,2.0,1.0,167.86,1,1
3195,1.0,1,0,13.0,2,0,4.0,4.0,3,1,0,3.0,1,14.0,1.0,2.0,3.0,151.59,1,0
3196,11.0,1,0,10.0,4,1,3.0,4.0,0,2,0,3.0,0,16.0,3.5,6.0,3.0,219.34,0,0
3197,3.0,1,2,10.0,1,0,4.0,4.0,2,2,0,3.0,0,15.0,1.0,2.0,3.0,180.61,1,0
3198,9.0,1,0,13.0,2,1,3.0,5.5,2,1,2,3.0,0,14.0,3.5,6.0,9.0,191.46,0,0
3199,7.0,0,0,13.0,2,1,2.0,4.0,2,1,1,5.0,0,24.0,3.5,5.0,8.0,202.25,0,0
3200,28.0,1,1,26.0,1,1,3.0,4.0,0,3,0,4.0,0,16.0,3.5,2.0,2.0,232.25,2,0
3201,10.0,1,0,16.0,1,1,3.0,5.0,2,3,1,4.0,1,12.0,2.0,2.0,3.0,213.47,1,0
3202,1.0,1,0,10.0,1,1,3.0,5.0,3,1,2,2.0,0,14.0,1.0,2.0,2.0,145.45,1,0
3203,1.0,1,0,17.0,1,1,3.0,4.0,3,2,2,3.0,1,12.0,1.0,2.0,2.0,135.09,1,1
3204,1.0,0,0,10.0,2,1,4.0,4.0,3,4,2,3.0,1,12.0,3.5,6.0,8.0,158.48,0,1
3205,9.0,0,0,10.0,2,1,3.0,5.0,3,2,0,3.0,0,19.0,2.0,2.0,1.0,137.81,1,0
3206,1.0,1,0,11.0,1,1,3.0,3.0,3,4,0,4.0,0,17.0,1.0,2.0,3.0,153.19,3,0
3207,1.0,1,2,15.0,2,1,3.0,3.0,2,3,0,2.0,0,23.0,1.0,2.0,3.0,173.51,1,0
3208,12.0,1,2,14.0,3,0,3.0,5.0,2,1,2,2.0,0,21.0,2.0,2.0,6.0,165.28,1,0
3209,3.0,0,0,7.0,2,1,4.0,5.5,3,1,1,3.0,0,19.0,3.0,3.0,9.0,152.2,1,0
3210,22.0,1,2,9.0,3,1,3.0,3.0,2,3,0,5.0,0,13.0,3.0,3.0,3.0,206.2,2,0
3211,1.0,0,2,10.0,1,0,4.0,3.0,2,1,1,3.0,1,21.0,2.0,2.0,5.0,171.47,1,0
3212,11.0,1,0,17.0,2,1,4.0,3.0,3,1,2,5.0,0,18.0,2.0,2.0,1.0,171.8,1,0
3213,24.0,1,0,35.0,1,1,4.0,3.0,3,2,0,3.0,1,12.0,3.5,4.0,9.0,157.21,0,0
3214,8.0,1,0,16.0,1,0,3.0,5.0,0,3,2,3.0,0,15.0,3.5,6.0,3.0,211.21,0,0
3215,1.0,1,2,10.0,2,0,4.0,4.0,2,2,2,11.0,0,15.0,2.0,3.0,1.0,170.77,1,1
3216,13.0,1,0,9.0,0,0,4.0,5.0,2,2,2,3.0,0,12.0,3.0,6.0,11.0,170.53,0,0
3217,6.0,1,2,17.0,3,1,3.0,4.0,2,1,2,3.0,0,13.0,1.0,2.0,9.0,178.96,1,0
3218,14.0,0,2,15.0,0,1,3.0,4.0,2,2,0,5.0,1,15.0,2.0,2.0,4.0,192.96,2,1
3219,12.0,1,0,7.0,2,0,3.0,3.0,2,1,2,2.0,0,14.0,2.0,2.0,9.0,201.25,0,0
3220,1.0,1,0,7.0,2,0,4.0,4.0,0,4,0,3.0,0,12.0,2.0,2.0,8.0,199.12,1,0
3221,6.0,1,0,10.0,2,0,3.0,4.0,0,1,2,5.0,0,16.0,3.5,2.0,8.0,236.58999999999997,0,0
3222,21.0,1,2,21.0,3,1,3.0,4.0,2,4,2,4.0,0,13.0,1.0,2.0,8.0,174.6,2,0
3223,14.0,0,2,12.0,2,1,3.0,5.0,0,4,0,7.0,1,22.0,1.0,2.0,3.0,229.75,2,0
3224,27.0,1,0,14.0,2,1,3.0,3.0,1,2,0,5.0,0,20.0,1.0,2.0,4.0,272.32625,2,0
3225,15.0,1,1,17.0,4,1,4.0,5.0,4,1,1,5.0,0,15.0,3.5,6.0,7.0,272.32625,0,0
3226,30.0,1,2,23.0,3,1,3.0,4.0,2,4,2,10.0,0,15.0,2.0,3.0,3.0,179.05,2,0
3227,1.0,0,0,17.0,2,1,3.0,4.0,0,4,1,3.0,0,22.0,2.0,2.0,3.0,212.93,1,0
3228,15.0,1,1,7.0,4,1,3.0,5.0,4,2,0,3.0,0,15.0,3.0,3.0,11.0,272.32625,0,0
3229,24.0,1,2,15.0,3,1,3.0,4.0,3,3,0,9.0,0,16.0,2.0,3.0,3.0,163.75,2,0
3230,1.0,1,0,7.0,2,0,4.0,5.5,3,3,2,9.0,1,14.0,2.0,4.0,8.0,147.16,1,1
3231,10.0,0,0,15.0,2,0,4.0,3.0,0,4,0,11.0,0,15.0,1.0,2.0,6.0,242.13,2,0
3232,12.0,1,0,7.0,2,0,3.0,4.0,0,2,2,6.0,1,15.0,1.0,2.0,1.0,203.61,2,0
3233,18.0,0,0,31.0,1,1,3.0,5.5,3,2,2,4.0,0,15.0,1.0,2.0,5.0,162.08,1,0
3234,21.0,0,2,10.0,1,0,3.0,4.0,1,2,1,11.0,1,13.0,1.0,6.0,14.0,262.7,2,0
3235,4.0,1,2,34.0,3,1,3.0,4.0,2,1,1,9.0,0,24.0,3.5,6.0,8.0,178.04,0,0
3236,3.0,1,2,17.0,2,1,3.0,4.0,3,2,2,3.0,0,12.0,1.0,2.0,1.0,151.42,1,0
3237,6.0,0,0,26.0,1,1,3.0,3.0,3,2,1,8.0,1,13.0,3.0,3.0,3.0,152.59,1,1
3238,17.0,0,2,22.0,2,1,3.0,5.0,2,1,0,5.0,0,19.0,1.0,3.0,3.0,193.04,1,0
3239,8.0,1,0,15.0,1,0,4.0,4.0,2,2,2,5.0,0,12.0,2.0,5.0,4.0,186.42,1,0
3240,1.0,1,0,16.0,1,1,3.0,4.0,3,4,0,3.0,0,15.0,1.0,2.0,3.0,150.0,1,0
3241,13.0,1,1,10.0,4,0,3.0,3.0,2,3,0,11.0,0,16.0,3.5,4.0,7.0,188.89,0,0
3242,30.0,1,0,16.0,1,1,3.0,4.0,1,1,0,9.0,0,12.0,1.0,2.0,2.0,236.02999999999997,2,0
3243,14.0,1,0,9.0,1,0,3.0,5.0,3,1,2,2.0,1,21.0,3.0,3.0,4.0,148.42,1,0
3244,1.0,1,0,14.0,1,0,3.0,5.0,2,4,2,10.0,0,20.0,2.0,2.0,8.0,193.11,1,0
3245,3.0,1,2,17.0,3,1,3.0,4.0,3,3,1,3.0,0,15.0,1.0,3.0,3.0,147.97,1,0
3246,27.0,1,0,13.0,2,1,3.0,4.0,2,1,2,4.0,0,18.0,2.0,3.0,3.0,149.5,2,0
3247,9.0,0,0,9.0,2,0,4.0,4.0,2,4,1,4.0,0,12.0,1.0,2.0,1.0,175.93,1,0
3248,6.0,0,0,31.0,2,1,4.0,4.0,2,1,0,3.0,0,16.0,3.0,5.0,8.0,178.09,0,0
3249,12.0,1,0,9.0,1,1,4.0,4.0,3,2,0,8.0,1,14.0,1.0,2.0,2.0,155.57,1,0
3250,8.0,1,0,15.0,2,0,3.0,4.0,2,4,1,5.0,0,15.0,2.0,2.0,1.0,176.21,1,0
3251,26.0,1,2,10.0,3,1,3.0,5.0,1,4,0,3.0,0,15.0,2.0,2.0,14.5,272.32625,2,0
3252,1.0,1,0,7.0,4,1,4.0,4.0,3,1,2,3.0,1,14.0,3.5,6.0,9.0,151.86,0,1
3253,1.0,1,2,33.0,1,0,3.0,4.0,2,1,2,3.0,0,24.0,1.0,2.0,5.0,186.8,1,0
3254,19.0,1,2,9.0,0,1,3.0,5.5,2,2,2,2.0,0,14.0,1.0,4.0,2.0,191.32,1,0
3255,1.0,1,0,17.0,1,1,4.0,3.0,3,2,2,3.0,0,19.0,2.0,2.0,3.0,160.05,1,0
3256,11.0,0,2,34.0,2,0,4.0,2.0,2,2,2,6.0,1,13.0,2.0,2.0,4.0,188.97,1,1
3257,8.0,1,2,9.0,4,1,3.0,4.0,2,1,2,3.0,0,23.0,1.0,2.0,5.0,187.74,1,0
3258,19.0,1,0,9.0,1,1,4.0,4.0,4,4,0,7.0,1,14.0,2.0,2.0,5.0,272.32625,2,1
3259,10.0,0,2,15.0,2,1,4.0,5.0,0,4,2,3.0,0,16.0,1.0,2.0,10.0,200.87,1,0
3260,26.0,0,0,26.0,1,1,3.0,4.0,3,1,0,2.0,0,19.0,2.0,2.0,3.0,167.58,2,0
3261,1.0,0,0,7.0,2,0,4.0,5.5,3,1,1,5.0,0,15.0,3.0,3.0,1.0,168.64,1,0
3262,3.0,1,0,34.0,1,0,4.0,4.0,2,2,0,6.0,0,13.0,2.0,2.0,2.0,168.35,1,0
3263,1.0,1,2,15.0,0,1,3.0,5.0,2,4,2,8.0,0,18.0,2.0,2.0,3.0,178.26,1,1
3264,8.0,1,0,7.0,2,0,4.0,2.0,3,1,2,4.0,0,17.0,1.0,2.0,4.0,157.8,3,0
3265,28.0,1,0,26.0,1,0,4.0,4.0,2,4,1,11.0,1,12.0,1.0,2.0,5.0,179.85,2,0
3266,3.0,0,2,6.0,3,1,3.0,4.0,2,1,0,2.0,0,20.0,1.0,2.0,2.0,168.42,1,0
3267,11.0,1,0,17.0,2,0,3.0,4.0,3,4,1,2.0,1,14.0,3.5,5.0,4.0,152.82,0,0
3268,12.0,0,0,9.0,2,0,4.0,2.0,2,4,2,8.0,1,13.0,3.5,5.0,13.0,184.8,0,0
3269,8.0,1,0,9.0,1,0,3.0,5.0,3,4,2,3.0,0,12.0,2.0,2.0,4.0,168.81,1,0
3270,9.0,1,2,15.0,2,0,4.0,4.0,3,1,0,3.0,0,17.0,1.0,2.0,3.0,150.72,1,0
3271,4.0,1,0,7.0,2,1,3.0,5.5,3,2,0,5.0,0,22.0,2.0,2.0,3.0,163.33,1,0
3272,14.0,0,0,9.0,1,0,3.0,2.0,2,3,0,3.0,0,25.0,1.0,4.0,8.0,167.44,0,0
3273,8.0,1,2,15.0,2,0,4.0,4.0,2,4,0,7.0,0,18.0,2.0,2.0,3.0,190.0,1,0
3274,16.0,0,0,15.0,2,1,4.0,4.0,4,1,1,3.0,0,15.0,1.0,6.0,10.0,272.32625,0,0
3275,1.0,1,0,13.0,2,1,4.0,2.0,3,4,0,3.0,1,22.0,2.0,2.0,1.0,141.01,1,1
3276,1.0,0,0,16.0,2,1,3.0,5.0,3,3,1,3.0,0,12.0,2.0,2.0,1.0,151.94,1,0
3277,26.0,1,0,18.0,2,0,3.0,4.0,2,2,0,10.0,0,21.0,2.0,2.0,5.0,156.49,2,0
3278,24.0,1,0,9.0,1,1,4.0,4.0,1,2,0,7.0,0,15.0,1.0,2.0,4.0,272.32625,2,0
3279,1.0,1,0,7.0,2,0,3.0,5.0,3,4,0,3.0,1,12.0,1.0,2.0,1.0,148.19,1,1
